State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison,h1_cop,elec_price,ng_price,ratio_price,grid_emissions
WV,G4200510,Morgantown Hart Field,724176,39.65,-79.92,26508,42051,RFCW,22.99,7.26,0.57,19.14,0.98,0.31,0.34,2.23,0,0,0,0,0,0,0,0,0.45,0,0.91,0.29,0.15,2.26,22.28,20.56,19.53,0,0,0,37.9,19.18,30.31,39.74,PA,0.00111829,4.43E-05,0.001162565,0.001031059,4.14E-05,0.001072478,0.195624018,0.008353092,0.203977109,0.215729275,0.007814183,0.223543457,0.083998887,-0.087528162,2.636363636,28.42907386,11.07039537,2.568026968,0.143
PA,G4200530,Dubois Faa Ap,725125,41.18,-78.9,15851,42053,RFCE,42.25,13.34,0.845,36.7,0.28,0.09,0.615,0.53,0,0,0,0,0,0,0,0,0.65,0,0.26,0.08,0.27,0.53,42.67,39.36,37.4,0,0,0,44.31,19.34,30.42,58.7,PA,0.001317555,8.36E-06,0.001325915,0.001973857,7.43E-06,0.001981288,0.359452396,0.002425091,0.361877487,0.412991452,0.002155637,0.415147089,-0.330781181,-0.128315007,2.751124438,28.42907386,11.07039537,2.568026968,0.093
MD,G4200550,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767,42055,RFCE,21.12,6.67,0.52,19.25,2.96,0.93,0.29,5.98,0,0,0,0,0,0,0,0,0.44,0,2.81,0.89,0.14,6.05,22.31,20.58,19.55,0,0,0,37.83,19.16,30.89,39.74,PA,0.000667834,8.64E-05,0.000754216,0.001032062,8.27E-05,0.001114729,0.179726198,0.025059275,0.204785473,0.215939128,0.023981457,0.239920585,-0.323408827,-0.146444757,2.886056972,28.42907386,11.07039537,2.568026968,0.093
MD,G4200570,Hagerstown Rgnl Ric,724066,39.7,-77.73,21767,42057,RFCE,21.12,6.67,0.52,19.25,2.96,0.93,0.29,5.98,0,0,0,0,0,0,0,0,0.44,0,2.81,0.89,0.14,6.05,22.31,20.58,19.55,0,0,0,37.83,19.16,30.89,39.74,PA,0.000667834,8.64E-05,0.000754216,0.001032062,8.27E-05,0.001114729,0.179726198,0.025059275,0.204785473,0.215939128,0.023981457,0.239920585,-0.323408827,-0.146444757,2.886056972,28.42907386,11.07039537,2.568026968,0.093
WV,G4200590,Morgantown Hart Field,724176,39.65,-79.92,26508,42059,RFCW,22.99,7.26,0.57,19.14,0.98,0.31,0.34,2.23,0,0,0,0,0,0,0,0,0.45,0,0.91,0.29,0.15,2.26,22.28,20.56,19.53,0,0,0,37.9,19.18,30.31,39.74,PA,0.00111829,4.43E-05,0.001162565,0.001031059,4.14E-05,0.001072478,0.195624018,0.008353092,0.203977109,0.215729275,0.007814183,0.223543457,0.083998887,-0.087528162,2.636363636,28.42907386,11.07039537,2.568026968,0.143
PA,G4200610,State College  Penn State   Su,725128,40.72,-77.93,16865,42061,RFCE,29.84,9.42,0.695,26.53,0.65,0.21,0.425,1.38,0,0,0,0,0,0,0,0,0.56,0,0.61,0.19,0.19,1.39,30.8,28.41,26.99,0,0,0,40.16,19.26,30.36,47.67,PA,0.000939519,1.95E-05,0.000959024,0.001424728,1.76E-05,0.001442376,0.253826205,0.005658546,0.259484751,0.298096727,0.005119637,0.303216364,-0.335107705,-0.144225767,2.816348195,28.42907386,11.07039537,2.568026968,0.093
PA,G4200630,Johnstown Cambria County Ap,725127,40.32,-78.83,15904,42063,RFCE,42.19,13.32,0.855,36.32,0.36,0.11,0.635,0.78,0,0,0,0,0,0,0,0,0.635,0,0.33,0.11,0.265,0.79,42.29,39.01,37.06,0,0,0,44.35,19.32,30.41,58.33,PA,0.001316627,1.02E-05,0.001326844,0.001956305,1.02E-05,0.001966522,0.358913487,0.002964,0.361877487,0.409319018,0.002964,0.412283019,-0.325284047,-0.122259537,2.726726727,28.42907386,11.07039537,2.568026968,0.093
PA,G4200650,Dubois Faa Ap,725125,41.18,-78.9,15851,42065,RFCE,42.25,13.34,0.845,36.7,0.28,0.09,0.615,0.53,0,0,0,0,0,0,0,0,0.65,0,0.26,0.08,0.27,0.53,42.67,39.36,37.4,0,0,0,44.31,19.34,30.42,58.7,PA,0.001317555,8.36E-06,0.001325915,0.001973857,7.43E-06,0.001981288,0.359452396,0.002425091,0.361877487,0.412991452,0.002155637,0.415147089,-0.330781181,-0.128315007,2.751124438,28.42907386,11.07039537,2.568026968,0.093
PA,G4200670,State College  Penn State   Su,725128,40.72,-77.93,16865,42067,RFCE,29.84,9.42,0.695,26.53,0.65,0.21,0.425,1.38,0,0,0,0,0,0,0,0,0.56,0,0.61,0.19,0.19,1.39,30.8,28.41,26.99,0,0,0,40.16,19.26,30.36,47.67,PA,0.000939519,1.95E-05,0.000959024,0.001424728,1.76E-05,0.001442376,0.253826205,0.005658546,0.259484751,0.298096727,0.005119637,0.303216364,-0.335107705,-0.144225767,2.816348195,28.42907386,11.07039537,2.568026968,0.093
PA,G4200690,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641,42069,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092777,1.02E-05,0.001102994,0.001710576,9.29E-06,0.001719864,0.298016754,0.002964,0.300980755,0.35790494,0.002694546,0.360599486,-0.358673703,-0.165332269,2.88517179,28.42907386,11.07039537,2.568026968,0.093
PA,G4200710,Lancaster,725116,40.12,-76.3,17543,42071,RFCE,21.19,6.69,0.505,20.55,1.93,0.61,0.275,3.7,0,0,0,0,0,0,0,0,0.46,0,1.84,0.58,0.15,3.74,23.74,21.9,20.81,0,0,0,37.5,19.2,30.6,41.11,PA,0.000668298,5.67E-05,0.000724957,0.001098259,5.39E-05,0.001152131,0.180265107,0.016436729,0.196701836,0.229789451,0.015628365,0.245417816,-0.370768488,-0.198502216,3.071748879,28.42907386,11.07039537,2.568026968,0.093
OH,G4200730,Youngstown Regional Airport,725250,41.25,-80.67,,42073,RFCW,45.05,14.22,0.895,41.95,0.03,0.01,0.675,0.06,0,0,0,0,0,0,0,0,0.685,0,0.03,0.01,0.305,0.06,48.7,44.93,42.68,0,0,0,45.23,19.39,30.41,64.31,PA,0.002158742,1.43E-06,0.002160171,0.002253186,1.43E-06,0.002254614,0.383164399,0.000269455,0.383433853,0.471435619,0.000269455,0.471705073,-0.041888987,-0.187132226,2.950070323,28.42907386,11.07039537,2.568026968,0.143
PA,G4200750,Lancaster,725116,40.12,-76.3,17543,42075,RFCE,21.19,6.69,0.505,20.55,1.93,0.61,0.275,3.7,0,0,0,0,0,0,0,0,0.46,0,1.84,0.58,0.15,3.74,23.74,21.9,20.81,0,0,0,37.5,19.2,30.6,41.11,PA,0.000668298,5.67E-05,0.000724957,0.001098259,5.39E-05,0.001152131,0.180265107,0.016436729,0.196701836,0.229789451,0.015628365,0.245417816,-0.370768488,-0.198502216,3.071748879,28.42907386,11.07039537,2.568026968,0.093
PA,G4200770,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032,42077,RFCE,34.61,10.93,0.705,32.57,0.84,0.27,0.485,1.63,0,0,0,0,0,0,0,0,0.575,0,0.81,0.25,0.235,1.65,37.73,34.81,33.07,0,0,0,41.8,19.27,30.48,54.08,PA,0.001080702,2.51E-05,0.001105781,0.00174568,2.32E-05,0.001768901,0.294513845,0.007275273,0.301789118,0.365249808,0.006736364,0.371986173,-0.374877001,-0.188708773,2.979871912,28.42907386,11.07039537,2.568026968,0.093
PA,G4200790,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641,42079,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092777,1.02E-05,0.001102994,0.001710576,9.29E-06,0.001719864,0.298016754,0.002964,0.300980755,0.35790494,0.002694546,0.360599486,-0.358673703,-0.165332269,2.88517179,28.42907386,11.07039537,2.568026968,0.093
PA,G4200810,Williamsport Regional Ap,725140,41.25,-76.92,17754,42081,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196,1.67E-05,0.001077916,0.001683495,1.67E-05,0.001700215,0.289124754,0.004850182,0.293974936,0.352238899,0.004850182,0.357089081,-0.366012048,-0.17674622,2.926374651,28.42907386,11.07039537,2.568026968,0.093
PA,G4200830,Bradford Regional Ap,725266,41.8,-78.63,,42083,RFCE,51.33,16.21,1.035,42.69,0.01,0,0.785,0.02,0,0,0,0,0,0,0,0,0.745,0,0.01,0,0.315,0.02,49.77,45.91,43.61,0,0,0,47.44,19.41,30.48,65.32,PA,0.00160178,0,0.00160178,0.002302332,0,0.002302332,0.436785858,0,0.436785858,0.481718434,0,0.481718434,-0.304279372,-0.093275601,2.633559531,28.42907386,11.07039537,2.568026968,0.093
OH,G4200850,Youngstown Regional Airport,725250,41.25,-80.67,,42085,RFCW,45.05,14.22,0.895,41.95,0.03,0.01,0.675,0.06,0,0,0,0,0,0,0,0,0.685,0,0.03,0.01,0.305,0.06,48.7,44.93,42.68,0,0,0,45.23,19.39,30.41,64.31,PA,0.002158742,1.43E-06,0.002160171,0.002253186,1.43E-06,0.002254614,0.383164399,0.000269455,0.383433853,0.471435619,0.000269455,0.471705073,-0.041888987,-0.187132226,2.950070323,28.42907386,11.07039537,2.568026968,0.143
PA,G4200870,State College  Penn State   Su,725128,40.72,-77.93,16865,42087,RFCE,29.84,9.42,0.695,26.53,0.65,0.21,0.425,1.38,0,0,0,0,0,0,0,0,0.56,0,0.61,0.19,0.19,1.39,30.8,28.41,26.99,0,0,0,40.16,19.26,30.36,47.67,PA,0.000939519,1.95E-05,0.000959024,0.001424728,1.76E-05,0.001442376,0.253826205,0.005658546,0.259484751,0.298096727,0.005119637,0.303216364,-0.335107705,-0.144225767,2.816348195,28.42907386,11.07039537,2.568026968,0.093
PA,G4200890,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032,42089,RFCE,34.61,10.93,0.705,32.57,0.84,0.27,0.485,1.63,0,0,0,0,0,0,0,0,0.575,0,0.81,0.25,0.235,1.65,37.73,34.81,33.07,0,0,0,41.8,19.27,30.48,54.08,PA,0.001080702,2.51E-05,0.001105781,0.00174568,2.32E-05,0.001768901,0.294513845,0.007275273,0.301789118,0.365249808,0.006736364,0.371986173,-0.374877001,-0.188708773,2.979871912,28.42907386,11.07039537,2.568026968,0.093
PA,G4200910,Willow Grove Nas,724086,40.2,-75.15,18976,42091,RFCE,15.63,4.93,0.46,14.56,2.71,0.86,0.2,5.71,0,0,0,0,0,0,0,0,0.425,0,2.56,0.81,0.105,5.77,16.83,15.53,14.75,0,0,0,35.87,19.16,30.75,34.68,PA,0.000500643,7.99E-05,0.000580523,0.000778811,7.52E-05,0.000854047,0.132841103,0.023173093,0.156014196,0.16295115,0.02182582,0.18477697,-0.320267654,-0.155662115,2.953346856,28.42907386,11.07039537,2.568026968,0.093
PA,G4200930,Williamsport Regional Ap,725140,41.25,-76.92,17754,42093,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196,1.67E-05,0.001077916,0.001683495,1.67E-05,0.001700215,0.289124754,0.004850182,0.293974936,0.352238899,0.004850182,0.357089081,-0.366012048,-0.17674622,2.926374651,28.42907386,11.07039537,2.568026968,0.093
PA,G4200950,Allentown Lehigh Valley Intl,725170,40.65,-75.45,18032,42095,RFCE,34.61,10.93,0.705,32.57,0.84,0.27,0.485,1.63,0,0,0,0,0,0,0,0,0.575,0,0.81,0.25,0.235,1.65,37.73,34.81,33.07,0,0,0,41.8,19.27,30.48,54.08,PA,0.001080702,2.51E-05,0.001105781,0.00174568,2.32E-05,0.001768901,0.294513845,0.007275273,0.301789118,0.365249808,0.006736364,0.371986173,-0.374877001,-0.188708773,2.979871912,28.42907386,11.07039537,2.568026968,0.093
PA,G4200970,Williamsport Regional Ap,725140,41.25,-76.92,17754,42097,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196,1.67E-05,0.001077916,0.001683495,1.67E-05,0.001700215,0.289124754,0.004850182,0.293974936,0.352238899,0.004850182,0.357089081,-0.366012048,-0.17674622,2.926374651,28.42907386,11.07039537,2.568026968,0.093
PA,G4200990,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070,42099,RFCE,26.87,8.48,0.595,24.81,2.13,0.67,0.365,4.45,0,0,0,0,0,0,0,0,0.5,0,2.01,0.64,0.18,4.5,28.73,26.5,25.18,0,0,0,39.52,19.19,30.73,45.69,PA,0.00084292,6.22E-05,0.000905152,0.001328943,5.94E-05,0.001388389,0.228497475,0.018053456,0.246550932,0.278055729,0.017245092,0.295300821,-0.348056032,-0.165085521,2.925707547,28.42907386,11.07039537,2.568026968,0.093
PA,G4201010,Philadelphia Ne Philadelphia,724085,40.08,-75.02,19114,42101,RFCE,22.82,7.2,0.55,22.04,2.56,0.81,0.32,4.83,0,0,0,0,0,0,0,0,0.47,0,2.47,0.78,0.16,4.89,25.52,23.54,22.37,0,0,0,38.31,19.21,30.82,42.76,PA,0.000719849,7.52E-05,0.000795085,0.001180503,7.24E-05,0.001252952,0.19400729,0.02182582,0.215833111,0.246997429,0.021017456,0.268014885,-0.365431022,-0.1946973,3.061111111,28.42907386,11.07039537,2.568026968,0.093
PA,G4201030,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641,42103,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092777,1.02E-05,0.001102994,0.001710576,9.29E-06,0.001719864,0.298016754,0.002964,0.300980755,0.35790494,0.002694546,0.360599486,-0.358673703,-0.165332269,2.88517179,28.42907386,11.07039537,2.568026968,0.093
PA,G4201050,Bradford Regional Ap,725266,41.8,-78.63,,42105,RFCE,51.33,16.21,1.035,42.69,0.01,0,0.785,0.02,0,0,0,0,0,0,0,0,0.745,0,0.01,0,0.315,0.02,49.77,45.91,43.61,0,0,0,47.44,19.41,30.48,65.32,PA,0.00160178,0,0.00160178,0.002302332,0,0.002302332,0.436785858,0,0.436785858,0.481718434,0,0.481718434,-0.304279372,-0.093275601,2.633559531,28.42907386,11.07039537,2.568026968,0.093
PA,G4201070,Reading Spaatz Field,725103,40.37,-75.97,19601,42107,RFCE,23.65,7.47,0.565,22.02,2.57,0.81,0.335,5.62,0,0,0,0,0,0,0,0,0.47,0,2.4,0.76,0.16,5.68,25.53,23.55,22.37,0,0,0,38.59,19.17,30.81,42.72,PA,0.000746321,7.52E-05,0.000821556,0.001181004,7.06E-05,0.001251596,0.201282564,0.02182582,0.223108384,0.247102355,0.020478547,0.267580903,-0.343592943,-0.16620214,2.947791165,28.42907386,11.07039537,2.568026968,0.093
PA,G4201090,Williamsport Regional Ap,725140,41.25,-76.92,17754,42109,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196,1.67E-05,0.001077916,0.001683495,1.67E-05,0.001700215,0.289124754,0.004850182,0.293974936,0.352238899,0.004850182,0.357089081,-0.366012048,-0.17674622,2.926374651,28.42907386,11.07039537,2.568026968,0.093
PA,G4201110,Johnstown Cambria County Ap,725127,40.32,-78.83,15904,42111,RFCE,42.19,13.32,0.855,36.32,0.36,0.11,0.635,0.78,0,0,0,0,0,0,0,0,0.635,0,0.33,0.11,0.265,0.79,42.29,39.01,37.06,0,0,0,44.35,19.32,30.41,58.33,PA,0.001316627,1.02E-05,0.001326844,0.001956305,1.02E-05,0.001966522,0.358913487,0.002964,0.361877487,0.409319018,0.002964,0.412283019,-0.325284047,-0.122259537,2.726726727,28.42907386,11.07039537,2.568026968,0.093
PA,G4201130,Williamsport Regional Ap,725140,41.25,-76.92,17754,42113,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196,1.67E-05,0.001077916,0.001683495,1.67E-05,0.001700215,0.289124754,0.004850182,0.293974936,0.352238899,0.004850182,0.357089081,-0.366012048,-0.17674622,2.926374651,28.42907386,11.07039537,2.568026968,0.093
NY,G4201150,Binghamton Edwin A Link Field,725150,42.2,-75.98,13905,42115,RFCE,46.54,14.69,0.905,42.77,0.02,0,0.675,0.03,0,0,0,0,0,0,0,0,0.7,0,0.02,0,0.31,0.03,49.64,45.79,43.5,0,0,0,45.69,19.41,30.43,65.2,PA,0.001448522,0,0.001448522,0.002296314,0,0.002296314,0.395828763,0,0.395828763,0.480459314,0,0.480459314,-0.369197058,-0.176145094,2.911504425,28.42907386,11.07039537,2.568026968,0.093
NY,G4201170,Elmira Corning Regional Ap,725156,42.17,-76.9,14845,42117,RFCE,37.42,11.81,0.75,34.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.25,0,40.22,37.1,35.25,0,0,0,42.49,19.44,30.31,56.54,PA,0.001166619,0,0.001166619,0.001860521,0,0.001860521,0.318225847,0,0.318225847,0.38927802,0,0.38927802,-0.372960782,-0.182522952,2.942421677,28.42907386,11.07039537,2.568026968,0.093
PA,G4201190,Williamsport Regional Ap,725140,41.25,-76.92,17754,42119,RFCE,33.98,10.73,0.695,31.4,0.58,0.18,0.475,1.15,0,0,0,0,0,0,0,0,0.565,0,0.56,0.18,0.225,1.17,36.39,33.57,31.89,0,0,0,41.49,19.28,30.38,52.85,PA,0.001061196,1.67E-05,0.001077916,0.001683495,1.67E-05,0.001700215,0.289124754,0.004850182,0.293974936,0.352238899,0.004850182,0.357089081,-0.366012048,-0.17674622,2.926374651,28.42907386,11.07039537,2.568026968,0.093
PA,G4201210,Franklin,725267,41.38,-79.87,,42121,RFCE,38.72,12.22,0.805,34.55,0.03,0.01,0.545,0.05,0,0,0,0,0,0,0,0,0.645,0,0.03,0.01,0.255,0.05,40.08,36.98,35.13,0,0,0,42.99,19.38,30.33,56.35,PA,0.00120981,9.29E-07,0.001210739,0.001854503,9.29E-07,0.001855432,0.329273485,0.000269455,0.329542939,0.3880189,0.000269455,0.388288355,-0.347462253,-0.151293272,2.827332242,28.42907386,11.07039537,2.568026968,0.093
NY,G4201230,Jamestown  Awos,725235,42.15,-79.27,14701,42123,RFCE,43.05,13.59,0.885,38.05,0.02,0.01,0.625,0.04,0,0,0,0,0,0,0,0,0.695,0,0.02,0.01,0.285,0.04,44.2,40.77,38.73,0,0,0,44.52,19.41,30.4,60.18,PA,0.001344492,9.29E-07,0.001345421,0.002044567,9.29E-07,0.002045496,0.366188761,0.000269455,0.366458215,0.427786116,0.000269455,0.42805557,-0.34225204,-0.14390037,2.799852833,28.42907386,11.07039537,2.568026968,0.093
PA,G4201250,Washington  Awos,725117,40.13,-80.28,15301,42125,RFCW,27.32,8.63,0.625,25.15,0.17,0.06,0.365,0.35,0,0,0,0,0,0,0,0,0.54,0,0.17,0.05,0.18,0.35,29.12,26.86,25.52,0,0,0,39.09,19.31,30.19,46.17,PA,0.00132181,8.57E-06,0.001330379,0.001346997,7.14E-06,0.001354138,0.232539294,0.001616727,0.234156021,0.28183309,0.001347273,0.283180363,-0.017545156,-0.173120554,2.914252607,28.42907386,11.07039537,2.568026968,0.143
PA,G4201270,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641,42127,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092777,1.02E-05,0.001102994,0.001710576,9.29E-06,0.001719864,0.298016754,0.002964,0.300980755,0.35790494,0.002694546,0.360599486,-0.358673703,-0.165332269,2.88517179,28.42907386,11.07039537,2.568026968,0.093
PA,G4201290,Pittsburgh Allegheny Co Ap,725205,40.35,-79.92,15122,42129,RFCW,23.46,7.41,0.55,21.45,0.63,0.2,0.31,1.38,0,0,0,0,0,0,0,0,0.485,0,0.59,0.19,0.155,1.39,24.83,22.91,21.76,0,0,0,37.89,19.24,30.24,42.15,PA,0.001136857,2.86E-05,0.001165421,0.001148909,2.71E-05,0.001176045,0.199665836,0.005389091,0.205054928,0.240387047,0.005119637,0.245506684,-0.009033859,-0.164768452,2.894736842,28.42907386,11.07039537,2.568026968,0.143
PA,G4201310,Wilkes Barre Scranton Intl Ap,725130,41.33,-75.73,18641,42131,RFCE,35.04,11.06,0.705,31.91,0.34,0.11,0.475,0.62,0,0,0,0,0,0,0,0,0.59,0,0.33,0.1,0.23,0.63,36.98,34.11,32.4,0,0,0,41.77,19.31,30.34,53.42,PA,0.001092777,1.02E-05,0.001102994,0.001710576,9.29E-06,0.001719864,0.298016754,0.002964,0.300980755,0.35790494,0.002694546,0.360599486,-0.358673703,-0.165332269,2.88517179,28.42907386,11.07039537,2.568026968,0.093
PA,G4201330,Harrisburg Capital City Arpt,725118,40.22,-76.85,17070,42133,RFCE,26.87,8.48,0.595,24.81,2.13,0.67,0.365,4.45,0,0,0,0,0,0,0,0,0.5,0,2.01,0.64,0.18,4.5,28.73,26.5,25.18,0,0,0,39.52,19.19,30.73,45.69,PA,0.00084292,6.22E-05,0.000905152,0.001328943,5.94E-05,0.001388389,0.228497475,0.018053456,0.246550932,0.278055729,0.017245092,0.295300821,-0.348056032,-0.165085521,2.925707547,28.42907386,11.07039537,2.568026968,0.093
RI,G4400010,Providence T F Green State Ar,725070,41.72,-71.43,2886,44001,NEWE,30.89,9.75,0.67,29.44,1.09,0.34,0.42,2.19,0,0,0,0,0,0,0,0,0.57,0,1.04,0.33,0.21,2.22,34.07,31.43,29.86,0,0,0,40.6,19.27,30.53,50.7,RI,0.00068686,2.24E-05,0.000709272,0.001576177,2.18E-05,0.00159793,0.502143869,0.017510658,0.519654527,0.432626819,0.016995639,0.449622458,-0.556130657,0.1557575,3.019487179,54.33763189,14.52266152,3.741575318,0.066
RI,G4400030,Providence T F Green State Ar,725070,41.72,-71.43,2886,44003,NEWE,30.89,9.75,0.67,29.44,1.09,0.34,0.42,2.19,0,0,0,0,0,0,0,0,0.57,0,1.04,0.33,0.21,2.22,34.07,31.43,29.86,0,0,0,40.6,19.27,30.53,50.7,RI,0.00068686,2.24E-05,0.000709272,0.001576177,2.18E-05,0.00159793,0.502143869,0.017510658,0.519654527,0.432626819,0.016995639,0.449622458,-0.556130657,0.1557575,3.019487179,54.33763189,14.52266152,3.741575318,0.066
RI,G4400050,Providence T F Green State Ar,725070,41.72,-71.43,2886,44005,NEWE,30.89,9.75,0.67,29.44,1.09,0.34,0.42,2.19,0,0,0,0,0,0,0,0,0.57,0,1.04,0.33,0.21,2.22,34.07,31.43,29.86,0,0,0,40.6,19.27,30.53,50.7,RI,0.00068686,2.24E-05,0.000709272,0.001576177,2.18E-05,0.00159793,0.502143869,0.017510658,0.519654527,0.432626819,0.016995639,0.449622458,-0.556130657,0.1557575,3.019487179,54.33763189,14.52266152,3.741575318,0.066
RI,G4400070,Pawtucket  Awos,725054,41.92,-71.5,2917,44007,NEWE,38.1,12.03,0.8,36.26,0.06,0.02,0.55,0.09,0,0,0,0,0,0,0,0,0.64,0,0.05,0.02,0.26,0.09,42.03,38.77,36.83,0,0,0,42.81,19.39,30.34,58.16,RI,0.000845721,1.32E-06,0.00084704,0.001944269,1.32E-06,0.001945588,0.619568282,0.001030039,0.620598321,0.533660254,0.001030039,0.534690292,-0.564635607,0.160668764,3.014131338,54.33763189,14.52266152,3.741575318,0.066
RI,G4400090,Block Island State Arpt,725058,41.17,-71.58,2807,44009,NEWE,23.91,7.55,0.595,26.82,0.24,0.08,0.315,0.59,0,0,0,0,0,0,0,0,0.55,0,0.23,0.07,0.19,0.6,30.89,28.49,27.07,0,0,0,37.95,19.29,30.24,47.79,RI,0.000536898,5.27E-06,0.000542171,0.00142874,4.61E-06,0.001433354,0.388839612,0.004120155,0.392959767,0.392158386,0.003605135,0.395763521,-0.621746381,-0.00708442,3.552317881,54.33763189,14.52266152,3.741575318,0.066
SC,G4500010,Anderson Rgnl AP,723190,34.5,-82.717,29626,45001,SRVC,9.33,2.95,0.33,8.94,6.39,2.02,0.12,12.9,0,0,0,0,0,0,0,0,0.315,0,6.07,1.92,0.065,13.03,10.33,9.53,9.05,0,0,0,34.84,19.04,31.71,28.57,SC,0.000294831,0.000181573,0.000476404,0.000477918,0.000172584,0.000650502,0.081128049,0.055552088,0.136680136,0.117502995,0.052801984,0.170304979,-0.267637109,-0.197438989,3.030508475,29.01524033,13.00867888,2.2304525,0.09
GA,G4500030,Augusta Bush Field,722180,33.37,-81.97,,45003,SRVC,4.08,1.29,0.23,3.57,10.27,3.24,0.05,20.31,0,0,0,0,0,0,0,0,0.22,0,9.77,3.08,0.03,20.48,4.13,3.81,3.62,0,0,0,34.23,18.91,32.75,22.72,SC,0.000136629,0.000291235,0.000427864,0.000191067,0.000276853,0.00046792,0.035476333,0.089103348,0.124579681,0.046976538,0.084703183,0.131679721,-0.085604335,-0.053919007,2.76744186,29.01524033,13.00867888,2.2304525,0.09
SC,G4500050,Beaufort Mcas,722085,32.48,-80.72,29904,45005,SRVC,1.63,0.52,0.18,1.64,10.18,3.21,0.02,21.71,0,0,0,0,0,0,0,0,0.185,0,9.62,3.04,0.015,21.92,1.9,1.75,1.67,0,0,0,33.35,18.88,32.65,20.63,SC,6.29E-05,0.000288539,0.00035146,8.78E-05,0.000273258,0.000361018,0.014300537,0.088278317,0.102578855,0.02157715,0.083603142,0.105180292,-0.026475987,-0.024733123,3.153846154,29.01524033,13.00867888,2.2304525,0.09
SC,G4500070,Anderson Rgnl AP,723190,34.5,-82.717,29626,45007,SRVC,9.33,2.95,0.33,8.94,6.39,2.02,0.12,12.9,0,0,0,0,0,0,0,0,0.315,0,6.07,1.92,0.065,13.03,10.33,9.53,9.05,0,0,0,34.84,19.04,31.71,28.57,SC,0.000294831,0.000181573,0.000476404,0.000477918,0.000172584,0.000650502,0.081128049,0.055552088,0.136680136,0.117502995,0.052801984,0.170304979,-0.267637109,-0.197438989,3.030508475,29.01524033,13.00867888,2.2304525,0.09
